Data_Pool,Data_Connection,Table,Size(B),Last_Updated
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T179T,8929.28,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T179T,8929.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T179T,8929.28,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T179T,8929.28,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T179T,8929.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T16FS,528.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T16FS,543.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T16FS,543.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T16FS,543.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T16FS,543.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T16FS,483.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T16FS,543.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T16FS,543.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T16FE,1177.6,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T16FE,1177.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T16FB,258.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T16FB,258.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T16FB,258.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T16FB,258.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T16FB,258.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T163Y,2334.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T163Y,2334.72,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T163Y,2334.72,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T163Y,2283.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T163Y,2334.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T163Y,2334.72,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,T163K,615.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T163I,3215.36,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T163I,3143.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T163I,3215.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T163I,3215.36,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T163I,3143.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T163I,3215.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T163I,3143.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T161U,1443.84,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T161U,1464.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T161T,10741.76,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T161T,10741.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T161T,10987.52,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T161T,11212.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T161T,11386.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T161T,11386.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T161T,10741.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T161T,11212.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T161T,10711.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T161T,11386.88,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T161T,10526.72,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T161T,10741.76,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T161S,245.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T161S,252.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T161S,252.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T161S,245.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T161S,245.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T161S,252.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T156T,213360.64,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T156T,216002.56,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T156T,213176.32,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,T134T,9482.24,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,T052,919.0,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T040T,1843.2,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,T040T,1843.2,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T024I,2908.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T024E,5478.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T024E,3461.12,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T024E,4362.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T024E,5539.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T024E,5478.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T024E,5529.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T024E,5478.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T024E,5478.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T024E,5529.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T024E,5529.6,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T024E,4362.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T024E,5478.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T024B,65.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T024B,64.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T024B,65.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T024B,65.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T024,622.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T024,622.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T024,612.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T024,622.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T024,612.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T024,622.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T024,622.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T023T,699.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T023T,1720.32,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T023T,1720.32,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T023T,1720.32,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T023T,699.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T023T,750.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T023T,1669.12,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,T023T,1669.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T023T,1720.32,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T023T,1669.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T014T,4618.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T014T,6932.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T014T,7024.64,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T014T,6932.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T009B,29347.84,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T009B,29347.84,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T009B,29347.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T009B,29347.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T009B,29347.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T009B,29347.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T009B,29347.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T009B,29347.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T009B,29347.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T008T,2519.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T008T,2519.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,T006B,84541.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T006B,42270.72,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,T006B,84541.44,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T006B,41072.64,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T006B,42270.72,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T006B,42270.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,T006B,84541.44,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T003T,2979.84,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T003T,11550.72,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,T003T,5416.96,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T003T,2979.84,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,T003T,5416.96,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T003T,2979.84,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T003P,21360.64,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T003O,5457.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T001W,12615.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T001W,13004.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T001W,8304.64,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T001W,13004.8,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T001W,10199.04,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T001W,12554.24,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T001W,12533.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T001W,12994.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T001W,12748.8,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,T001W,10199.04,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T001W,12533.76,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T001W,10199.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T001W,12554.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T001W,13004.8,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,T001W,12533.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T001W,12544.0,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T001W,10199.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T001W,12615.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T001W,12533.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T001L,41748.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T001L,26183.68,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T001L,33187.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T001L,41748.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T001L,41369.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T001L,40591.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T001L,41748.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T001L,41318.4,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T001L,41318.4,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T001L,33187.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T001L,41318.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T001L,41318.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T001K,2467.84,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T001K,3747.84,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T001K,2467.84,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T001K,3850.24,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T001K,3041.28,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T001B,5447.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T001B,5591.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T001B,7802.88,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T001B,7802.88,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T001B,4659.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T001B,7802.88,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T001B,5447.68,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T001B,5376.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T001B,5591.04,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,T001,12072.96,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,T001,11980.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,T001,12011.52,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,T001,11980.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,T001,11980.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,T001,12093.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,T001,12093.44,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,T001,10792.96,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,T001,12011.52,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,T001,12011.52,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,T001,6072.32,2020-11-08 00:38:00
test for new extractor server,ABeam GF1,T001,344.0,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,T001,12072.96,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,T001,12011.52,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,T001,12021.76,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,T001,12042.24,2020-11-08 00:38:00
Cnnection test after 1909upgrade,Connection to R2Q after 1909upgrade,T001,12021.76,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,T001,9799.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,T001,12072.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,T001,12021.76,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,T001,10762.24,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,STXL,79188459.52,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,SKB1,7895777.28,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,SKA1,1908408.32,2020-11-08 00:38:00
[Migrated to abeamcloud] Concur - Expense ABeam Template v1,Abeam Concur Development,Report_Level_Audit_Info,17797.12,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,RecordType,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,RSEG,3240099.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,RSEG,3061841.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,RSEG,22917.12,2020-11-08 00:38:00
