Data_Pool,Data_Connection,Table,Size(B),Last_Updated
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,NAST,1698693.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,NAST,99717.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,NAST,1688207.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MSEG,7654604.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MSEG,2306867.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MSEG,8399093.76,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,MSEG,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,MSEG,14858321.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,MSEG,401397.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MSEG,344463.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,MSEG,624373.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,MSEG,8829009.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MSEG,18381537.28,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,MSEG,39342.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MSEG,1751121.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MSEG,708782.08,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MSEG,807321.6,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MSEG,40066088.96,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,MSEG,3502243.84,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,MSEG,1740636.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MSEG,344463.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,MSEG,8336179.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,MSEG,5442109.44,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MSEG,1656750.08,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,MLST,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,MKPF,1426063.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,MKPF,1478492.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MKPF,8346664.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MKPF,399185.92,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,MKPF,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,MKPF,202321.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MKPF,387000.32,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MKPF,786278.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MKPF,9133096.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,MKPF,376176.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MKPF,403568.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MKPF,8294236.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,MKPF,7969177.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MKPF,786278.4,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MKPF,393297.92,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,MKPF,457953.28,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,MKPF,313886.72,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,MKPF,395100.16,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MKPF,312565.76,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,MKPF,748124.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,MKPF,885186.56,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MKPF,8923381.76,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,MD_Payment_Terms,14458.88,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MBEW,385751.04,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MBEW,3313500.16,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MBEW,172820.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MARV,5795.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MARV,6307.84,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MARV,4730.88,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,MARV,5703.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MARV,6359.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MARV,5795.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MARV,6307.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MARV,6307.84,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MARV,6307.84,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,MARD,119654.4,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,MARC,232079.36,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MARC,587202.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MARC,3575644.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MARC,588800.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,MARC,515317.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MARC,588810.24,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MARC,3659530.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,MARC,560220.16,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MARC,585615.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,MARC,318187.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,MARC,3449815.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MARC,42895.36,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,MARC,39884.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MARC,3596615.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MARC,3575644.16,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MARC,273817.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,MARC,505405.44,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MARC,236697.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,MARA,595210.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MARA,103043563.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,MARA,261437.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MARA,717905.92,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MARA,721756.16,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MARA,100726210.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,MARA,603975.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,MARA,375889.92,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MARA,289003.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MARA,723077.12,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MARA,99625205.76,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,MARA,676290.56,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MARA,723056.64,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,MARA,265666.56,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MARA,311859.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MARA,101502156.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,MARA,94906613.76,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,MARA,311459.84,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MARA,266055.68,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,MAKT,24337448.96,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,MAKT,151828.48,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,MAKT,77936.64,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,MAKT,24232591.36,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,MAKT,70287.36,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,MAKT,163778.56,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,MAKT,24599592.96,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,MAKT,163072.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,MAKT,164577.28,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,MAKT,71884.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,MAKT,24431820.8,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,MAKT,20164116.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,MAKT,81879.04,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,MAKT,81756.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,MAKT,164689.92,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,MAKT,47810.56,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,LeadHistory,9410.56,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Lead,24576.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LTBP,6307.84,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LTBK,5765.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LTAP,29757.44,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LTAP,29696.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LTAP,32092.16,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LTAK,12748.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LTAK,13056.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LTAK,12800.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LIPS_PO,38348.8,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LIPS_PO,2862612.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LIPS_PO,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,LIPS,14218690.56,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LIPS,1604321.28,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LIPS,376913.92,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LIPS,16326328.32,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,LIPS,14334033.92,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,LIPS,404787.2,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LIPS,1530920.96,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LIPS,1163919.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,LIPS,407521.28,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,LIPS,284016.64,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,LIPS,269895.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LIKP_PO,29399.04,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LIKP_PO,1751121.92,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LIKP_PO,0.0,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,LIKP,239575.04,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LIKP,961884.16,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,LIKP,241940.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,LIKP,7549747.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LIKP,8357150.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LIKP,221194.24,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LIKP,899225.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,LIKP,7549747.2,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,LIKP,702668.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,LIKP,191866.88,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,LIKP,201881.6,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,LFM1,8652.8,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,LFM1,10762.24,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,LFM1,8652.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,LFM1,97720.32,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LFM1,8468.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,LFM1,32645.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,LFM1,8488.96,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LFM1,96143.36,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,LFM1,42475.52,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,LFM1,92887.04,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,LFM1,11243.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LFM1,12236.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,LFM1,95395.84,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,LFM1,43315.2,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LFM1,11980.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,LFB1,57620.48,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,LFB1,14510.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,LFB1,197601.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,LFB1,43571.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,LFB1,14254.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,LFB1,14510.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,LFB1,17602.56,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LFB1,195809.28,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,LFB1,197601.28,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,LFB1,18493.44,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LFB1,19742.72,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,LFB1,186286.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,LFB1,57620.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LFB1,19875.84,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,LFB1,19742.72,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LFB1,14264.32,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R2Q,LFA1,29603.84,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,LFA1,68792.32,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,ABeam Cloud R8D,LFA1,363233.28,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,LFA1,62873.6,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,LFA1,41646.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud3,No info,LFA1,97249.28,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,LFA1,41646.08,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,No info,LFA1,73277.44,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R8D,LFA1,363223.04,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,LFA1,41605.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),No info,LFA1,97187.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,LFA1,29132.8,2020-11-08 00:38:00
SAP ECC - FI-AP ABeam Template v1,SAP ECC,LFA1,41164.8,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud4(Test),ABeam Cloud R2Q,LFA1,29491.2,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R2Q,LFA1,28887.04,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,LFA1,59781.12,2020-11-08 00:38:00
SAP S/4HANA - P2P Created by ABeam Cloud,ABeam Cloud R8D,LFA1,348416.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,LFA1,361748.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,KONV_PO,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,KONV_PO,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,KONV,0.0,2020-11-08 00:38:00
SAP ECC - P2P ABeam Template v1,ABeam Cloud R2M,KONV,0.0,2020-11-08 00:38:00
Takata version control test,ABeam Cloud R2M,KONV,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,KONV,0.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,KNKK,1146.88,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,KNKK,2119.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,KNKK,73154.56,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,KNKK,2846.72,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,KNB5,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,KNB1,11110.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,KNB1,8755.2,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,KNB1,863928.32,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,KNB1,13250.56,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,KNB1,13957.12,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,KNA1,52326.4,2020-11-08 00:38:00
SAP ECC - FI ABeam Template v1,ABeam Cloud R2M,KNA1,44134.4,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,KNA1,43499.52,2020-11-08 00:38:00
SAP ECC - FI-AR ABeam Template v1,ABeam Cloud R2M,KNA1,42659.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,KNA1,1887436.8,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,KNA1,44134.4,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,KNA1,32532.48,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,KNA1,44134.4,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,JEST,6912.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v1,ABeam Cloud R2M,JCDS,1321205.76,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R2Q,JCDS,2432696.32,2020-11-08 00:38:00
SAP ECC - PM ABeam Template v1,SAP ERP,JCDS,3145728.0,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,JCDS,11284.48,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,JCDS,16976445.44,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,JCDS,286197.76,2020-11-08 00:38:00
SAP S/4HANA - PP Created by ABeam Cloud,ABeam Cloud R8D,JCDS,54546923.52,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,JCDS,0.0,2020-11-08 00:38:00
SAP ECC - WM ABeam Template v1,ABeam Cloud R2M,JCDS,3250585.6,2020-11-08 00:38:00
SAP ECC - QM-QN ABeam Template v1,SAP ERP,JCDS,3680501.76,2020-11-08 00:38:00
SAP ECC - PP ABeam Template v1,ABeam Cloud R2M,JCDS,2443182.08,2020-11-08 00:38:00
SFDC - Lead ABeam Template v1,ABeam SFDC Development,Group,185.0,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,FPLT,20142.08,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,FPLT,791439.36,2020-11-08 00:38:00
SAP ECC - PS ABeam Template v1,ABeam Cloud R2M,FPLT,0.0,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,FPLT,471879.68,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R8D,FPLA,336302.08,2020-11-08 00:38:00
SAP ECC - O2C ABeam Template v2,ABeam Cloud R2M,FPLA,201891.84,2020-11-08 00:38:00
SAP S/4HANA - O2C Created by ABeam Cloud,ABeam Cloud R2Q,FPLA,7260.16,2020-11-08 00:38:00
[Migrated to abeamcloud] Concur - Expense ABeam Template v1,Abeam Concur Development,Expense_Approver_Record_Info,248053.76,2020-11-08 00:38:00
